DeployID,Ptt,Instr,RecordType,MsgCount,Duplicates,Corrupt,AvgInterval,MinInterval,Date,Satellite,LocationQuality,Latitude,Longitude,Latitude2,Longitude2,IQ,Duration,Frequency,Power
"131132",131132,Mk10,DS,7,0,0,60,60,19:15:57 22-Nov-2013,P,3,47.6750,-122.1330,,,,,401677476,,
"131132",131132,Mk10,DS,3,0,0,60,60,19:20:27 22-Nov-2013,B,A,47.6760,-122.1320,,,,,401677475,,
"131132",131132,Mk10,DS,6,0,1,60,60,19:58:57 22-Nov-2013,L,2,47.6780,-122.1370,,,,,401677475,,
"131132",131132,Mk10,DS,4,0,0,60,60,20:08:57 22-Nov-2013,A,1,47.6780,-122.1380,,,,,401677475,,
"131132",131132,Mk10,DS,6,0,0,60,60,20:58:57 22-Nov-2013,P,3,47.6760,-122.1380,,,,,401677475,,
"131132",131132,Mk10,DS,5,0,0,60,60,20:25:33 25-Nov-2013,P,2,47.6780,-122.1350,,,,,401677474,,
"131132",131132,Mk10,DS,2,0,1,180,180,20:44:33 25-Nov-2013,A,B,47.6790,-122.1370,,,,,401677472,,
"131132",131132,Mk10,DS,4,0,0,80,60,20:47:03 25-Nov-2013,N,1,47.6790,-122.1350,,,,,401677472,,
"131132",131132,Mk10,DS,6,0,0,60,60,22:07:03 25-Nov-2013,P,3,47.6780,-122.1350,,,,,401677468,,
"131132",131132,Mk10,DS,7,0,1,60,60,22:30:03 25-Nov-2013,N,3,47.6760,-122.1340,,,,,401677470,,
"131132",131132,Mk10,DS,4,0,1,80,60,23:08:48 25-Nov-2013,K,2,47.6760,-122.1340,,,,,401677473,,
"131132",131132,Mk10,DS,6,0,1,60,60,18:43:19 26-Nov-2013,A,2,47.6760,-122.1380,,,,,401677479,,
"131132",131132,Mk10,DS,3,0,1,180,120,19:08:49 26-Nov-2013,L,A,47.6780,-122.1360,,,,,401677480,,
"131132",131132,Mk10,DS,6,0,0,72,60,20:12:29 26-Nov-2013,P,3,47.6760,-122.1350,,,,,401677482,,
